id,user_id,umkm_id,role,created_at
ROLE870,USR2696,UMKM536,owner,2022-12-05 09:25:45
ROLE871,USR2048,UMKM625,owner,2023-11-23 08:41:52
ROLE872,USR2540,UMKM625,owner,2023-12-06 09:35:52
ROLE873,USR2265,UMKM625,owner,2023-12-21 14:02:52
ROLE874,USR2328,UMKM163,owner,2023-09-21 16:09:22
ROLE875,USR2618,UMKM163,owner,2023-09-21 21:56:22
ROLE876,USR1863,UMKM163,owner,2023-10-07 09:07:22
ROLE877,USR2265,UMKM373,owner,2021-11-21 11:42:45
ROLE878,USR2540,UMKM373,owner,2021-12-05 13:53:45
ROLE879,USR2540,UMKM382,owner,2023-01-19 14:10:58
ROLE880,USR2233,UMKM382,owner,2023-01-27 12:18:58
ROLE881,USR2405,UMKM382,owner,2023-02-02 13:12:58
ROLE882,USR2696,UMKM290,owner,2023-10-20 18:31:22
ROLE883,USR2242,UMKM397,owner,2023-03-31 10:06:52
ROLE884,USR1794,UMKM397,owner,2023-04-03 20:09:52
ROLE885,USR2242,UMKM419,owner,2021-04-04 19:15:45
ROLE886,USR2030,UMKM419,owner,2021-04-28 16:09:45
ROLE887,USR2125,UMKM347,owner,2021-03-29 03:02:09
ROLE888,USR2547,UMKM696,owner,2021-10-17 16:10:53
ROLE889,USR2618,UMKM696,owner,2021-10-16 17:26:53
ROLE890,USR2242,UMKM613,owner,2023-04-17 02:01:14
ROLE891,USR2265,UMKM613,owner,2023-04-03 23:01:14
ROLE892,USR2048,UMKM613,owner,2023-04-20 07:23:14
ROLE893,USR2125,UMKM054,owner,2023-11-06 17:55:15
ROLE894,USR2233,UMKM054,owner,2023-11-02 21:29:15
ROLE895,USR2088,UMKM2280,owner,2021-10-15 11:57:16
ROLE896,USR2048,UMKM2280,owner,2021-10-12 23:59:16
ROLE897,USR2540,UMKM2280,owner,2021-10-17 17:58:16
ROLE898,USR2048,UMKM663,owner,2021-06-22 03:38:47
ROLE899,USR2547,UMKM663,owner,2021-06-25 19:27:47
ROLE900,USR2242,UMKM663,owner,2021-06-06 05:43:47
ROLE901,USR1794,UMKM343,owner,2022-12-03 16:10:01
ROLE902,USR2696,UMKM068,owner,2021-09-29 22:22:32
ROLE903,USR2129,UMKM338,owner,2022-07-07 09:18:24
ROLE904,USR2405,UMKM338,owner,2022-06-29 23:44:24
ROLE905,USR1863,UMKM097,owner,2023-04-24 00:09:56
ROLE906,USR2048,UMKM097,owner,2023-04-18 02:31:56
ROLE907,USR1794,UMKM097,owner,2023-04-19 06:32:56
ROLE908,USR2048,UMKM572,owner,2023-05-11 04:38:50
ROLE909,USR2242,UMKM572,owner,2023-05-15 16:55:50
ROLE910,USR2618,UMKM572,owner,2023-05-11 17:22:50
ROLE911,USR2540,UMKM695,owner,2021-03-09 06:07:08
ROLE912,USR2048,UMKM695,owner,2021-03-11 16:45:08
ROLE913,USR2659,UMKM396,owner,2023-08-02 00:56:10
ROLE914,USR2540,UMKM396,owner,2023-07-30 22:09:10
ROLE915,USR2048,UMKM291,owner,2022-09-10 07:16:29
ROLE916,USR2125,UMKM291,owner,2022-09-27 21:29:29
ROLE917,USR1863,UMKM291,owner,2022-09-07 16:18:29
ROLE918,USR2265,UMKM259,owner,2021-10-06 00:24:35
ROLE919,USR2618,UMKM259,owner,2021-10-03 17:37:35
ROLE920,USR2657,UMKM259,owner,2021-09-18 14:04:35
ROLE921,USR2323,UMKM673,owner,2022-08-15 23:29:16
ROLE922,USR2328,UMKM673,owner,2022-08-06 17:09:16
ROLE923,USR2048,UMKM618,owner,2021-08-24 07:32:29
ROLE924,USR2696,UMKM618,owner,2021-08-06 08:20:29
ROLE925,USR2657,UMKM618,owner,2021-08-19 22:25:29
ROLE926,USR2233,UMKM154,owner,2021-12-08 03:15:05
ROLE927,USR2659,UMKM342,owner,2023-11-26 09:06:48
ROLE928,USR2659,UMKM084,owner,2023-04-06 16:02:52
ROLE929,USR1863,UMKM084,owner,2023-04-13 18:03:52
ROLE930,USR1794,UMKM084,owner,2023-04-07 01:11:52
ROLE931,USR2088,UMKM597,owner,2021-02-09 09:20:40
ROLE932,USR2048,UMKM680,owner,2023-11-21 21:09:06
ROLE933,USR1863,UMKM680,owner,2023-11-26 00:09:06
ROLE934,USR2540,UMKM145,owner,2021-09-23 21:32:20
ROLE935,USR1794,UMKM145,owner,2021-09-15 14:04:20
ROLE936,USR2265,UMKM359,owner,2022-06-26 12:54:53
ROLE937,USR2129,UMKM2000,owner,2021-08-11 04:26:53
ROLE938,USR2618,UMKM672,owner,2021-11-22 13:21:14
ROLE939,USR2540,UMKM679,owner,2021-08-20 08:41:09
ROLE940,USR2540,UMKM402,owner,2023-04-29 03:46:29
ROLE941,USR2125,UMKM133,owner,2021-02-17 10:22:31
ROLE942,USR2265,UMKM610,owner,2021-05-30 03:00:32
ROLE943,USR2242,UMKM610,owner,2021-05-29 15:38:32
ROLE944,USR2048,UMKM610,owner,2021-05-16 07:44:32
ROLE945,USR2233,UMKM724,owner,2023-08-20 05:17:16
ROLE946,USR2030,UMKM683,owner,2023-08-17 20:13:45
ROLE947,USR2540,UMKM683,owner,2023-09-11 18:47:45
ROLE948,USR2547,UMKM683,owner,2023-09-05 07:44:45
ROLE949,USR2547,UMKM573,owner,2022-03-21 05:04:18
ROLE950,USR2129,UMKM386,owner,2023-10-07 07:04:48
ROLE951,USR2242,UMKM386,owner,2023-10-10 02:57:48
ROLE952,USR2547,UMKM659,owner,2023-07-07 04:14:13
ROLE953,USR2659,UMKM337,owner,2023-09-01 10:10:12
ROLE954,USR2088,UMKM337,owner,2023-08-31 12:19:12
ROLE955,USR2125,UMKM131,owner,2021-12-05 14:38:59
ROLE956,USR2540,UMKM131,owner,2021-11-17 04:00:59
ROLE957,USR2328,UMKM540,owner,2021-08-20 11:24:42
ROLE958,USR2659,UMKM540,owner,2021-08-13 17:50:42
ROLE959,USR1794,UMKM540,owner,2021-08-04 21:12:42
ROLE960,USR2242,UMKM096,owner,2022-03-17 01:25:40
ROLE961,USR2540,UMKM096,owner,2022-03-08 12:19:40
ROLE962,USR2233,UMKM096,owner,2022-03-03 22:49:40
ROLE963,USR2048,UMKM722,owner,2023-06-03 17:53:15
ROLE964,USR1863,UMKM434,owner,2021-10-08 17:54:18
ROLE965,USR2328,UMKM434,owner,2021-10-15 15:14:18
ROLE966,USR2129,UMKM434,owner,2021-10-10 17:30:18
ROLE967,USR2696,UMKM521,owner,2023-09-23 01:40:26
ROLE968,USR2659,UMKM521,owner,2023-09-22 22:46:26
ROLE969,USR2323,UMKM521,owner,2023-09-09 05:41:26
ROLE970,USR1794,UMKM371,owner,2023-03-11 00:10:16
ROLE971,USR2696,UMKM019,owner,2023-09-25 14:28:51
ROLE972,USR2657,UMKM019,owner,2023-10-02 02:37:51
ROLE973,USR2265,UMKM019,owner,2023-10-05 12:50:51
ROLE974,USR2696,UMKM372,owner,2021-05-16 02:02:53
ROLE975,USR2657,UMKM372,owner,2021-05-27 10:30:53
ROLE976,USR2048,UMKM372,owner,2021-05-27 13:07:53
ROLE977,USR2129,UMKM317,owner,2023-05-30 04:40:18
ROLE978,USR2030,UMKM317,owner,2023-06-02 23:25:18
ROLE979,USR1794,UMKM317,owner,2023-06-04 13:38:18
ROLE980,USR2540,UMKM185,owner,2022-07-09 01:05:34
ROLE981,USR2088,UMKM185,owner,2022-07-03 20:08:34
ROLE982,USR2129,UMKM220,owner,2021-03-18 19:16:07
ROLE983,USR2265,UMKM350,owner,2021-08-18 22:40:19
ROLE984,USR1794,UMKM498,owner,2023-07-02 17:22:40
ROLE985,USR2540,UMKM498,owner,2023-07-13 15:51:40
ROLE986,USR2129,UMKM197,owner,2022-02-05 05:29:45
ROLE987,USR2328,UMKM197,owner,2022-02-02 19:20:45
ROLE988,USR2618,UMKM197,owner,2022-02-12 15:11:45
ROLE989,USR2405,UMKM232,owner,2023-05-05 23:01:31
ROLE990,USR2328,UMKM232,owner,2023-05-12 22:44:31
ROLE991,USR2233,UMKM232,owner,2023-05-04 12:17:31
ROLE992,USR2088,UMKM141,owner,2021-08-17 19:50:26
ROLE993,USR2265,UMKM159,owner,2022-06-28 00:51:10
ROLE994,USR2129,UMKM159,owner,2022-06-23 08:44:10
ROLE995,USR1863,UMKM159,owner,2022-06-26 22:18:10
ROLE996,USR2696,UMKM080,owner,2022-04-28 05:21:29
ROLE997,USR2233,UMKM080,owner,2022-05-10 03:48:29
ROLE998,USR2659,UMKM303,owner,2022-01-17 02:03:03
ROLE999,USR1863,UMKM104,owner,2022-11-10 13:28:44
ROLE1000,USR1794,UMKM743,owner,2023-11-10 06:43:39
ROLE1001,USR2659,UMKM743,owner,2023-11-05 10:10:39
ROLE1002,USR1863,UMKM743,owner,2023-11-03 17:40:39
ROLE1003,USR2242,UMKM553,owner,2023-12-15 17:11:46
ROLE1004,USR2657,UMKM670,owner,2023-05-18 11:41:20
ROLE1005,USR2125,UMKM670,owner,2023-06-08 06:16:20
ROLE1006,USR1863,UMKM670,owner,2023-06-01 19:10:20
ROLE1007,USR2129,UMKM2148,owner,2021-11-09 22:36:40
ROLE1008,USR2265,UMKM345,owner,2022-09-18 12:31:33
ROLE1009,USR2129,UMKM633,owner,2022-04-19 11:12:10
ROLE1010,USR2265,UMKM633,owner,2022-05-08 22:21:10
ROLE1011,USR2048,UMKM633,owner,2022-04-30 17:21:10
ROLE1012,USR2129,UMKM135,owner,2023-05-28 10:12:10
ROLE1013,USR1863,UMKM135,owner,2023-06-05 06:14:10
ROLE1014,USR2048,UMKM612,owner,2023-05-10 17:30:10
ROLE1015,USR2659,UMKM612,owner,2023-05-27 04:23:10
ROLE1016,USR2657,UMKM612,owner,2023-05-30 14:33:10
ROLE1017,USR2129,UMKM674,owner,2023-07-03 00:08:36
ROLE1018,USR1863,UMKM674,owner,2023-06-29 03:51:36
ROLE1019,USR2265,UMKM674,owner,2023-06-25 02:30:36
ROLE1020,USR2323,UMKM158,owner,2023-06-10 08:37:18
ROLE1021,USR2030,UMKM158,owner,2023-05-16 14:14:18
ROLE1022,USR2696,UMKM167,owner,2022-10-09 19:43:17
ROLE1023,USR1794,UMKM167,owner,2022-10-16 17:18:17
ROLE1024,USR2540,UMKM167,owner,2022-09-27 23:13:17
ROLE1025,USR2657,UMKM186,owner,2023-01-17 18:25:48
ROLE1026,USR2696,UMKM170,owner,2021-08-26 23:52:37
ROLE1027,USR2048,UMKM170,owner,2021-08-08 13:02:37
ROLE1028,USR1863,UMKM170,owner,2021-08-05 19:00:37
ROLE1029,USR2233,UMKM718,owner,2021-07-06 01:14:05
ROLE1030,USR2048,UMKM718,owner,2021-07-05 11:35:05
ROLE1031,USR2659,UMKM718,owner,2021-06-25 12:47:05
ROLE1032,USR2125,UMKM045,owner,2021-04-29 02:49:27
ROLE1033,USR2540,UMKM045,owner,2021-05-04 20:52:27
ROLE1034,USR2618,UMKM045,owner,2021-04-23 17:32:27
ROLE1035,USR2242,UMKM421,owner,2022-04-24 19:27:39
ROLE1036,USR2048,UMKM421,owner,2022-05-06 08:07:39
ROLE1037,USR2696,UMKM374,owner,2022-07-12 02:27:51
ROLE1038,USR2328,UMKM374,owner,2022-07-03 07:32:51
ROLE1039,USR2405,UMKM244,owner,2022-11-02 04:59:17
ROLE1040,USR2657,UMKM455,owner,2023-08-02 20:14:10
ROLE1041,USR1863,UMKM455,owner,2023-07-31 02:17:10
ROLE1042,USR2129,UMKM455,owner,2023-08-01 03:59:10
ROLE1043,USR2659,UMKM626,owner,2021-03-08 01:29:57
ROLE1044,USR2048,UMKM626,owner,2021-02-25 10:54:57
ROLE1045,USR2265,UMKM626,owner,2021-03-11 18:47:57
ROLE1046,USR2048,UMKM292,owner,2023-09-13 18:19:53
ROLE1047,USR2030,UMKM292,owner,2023-08-26 11:04:53
ROLE1048,USR2547,UMKM292,owner,2023-09-14 00:57:53
ROLE1049,USR2547,UMKM460,owner,2022-11-18 12:38:31
ROLE1050,USR2265,UMKM460,owner,2022-11-14 11:47:31
ROLE1051,USR1794,UMKM240,owner,2021-08-15 00:58:48
ROLE1052,USR2405,UMKM547,owner,2021-03-14 13:31:00
ROLE1053,USR2659,UMKM547,owner,2021-03-12 15:49:00
ROLE1054,USR2030,UMKM245,owner,2022-06-01 10:24:49
ROLE1055,USR2328,UMKM245,owner,2022-06-03 09:40:49
ROLE1056,USR1794,UMKM245,owner,2022-06-11 05:07:49
ROLE1057,USR2048,UMKM735,owner,2022-02-24 08:29:16
ROLE1058,USR2088,UMKM735,owner,2022-02-19 14:04:16
ROLE1059,USR2657,UMKM735,owner,2022-02-07 07:44:16
ROLE1060,USR2540,UMKM2504,owner,2023-04-03 19:04:52
ROLE1061,USR2265,UMKM2504,owner,2023-04-30 01:45:52
ROLE1062,USR2540,UMKM2504,owner,2023-04-24 16:37:52
ROLE1063,USR2233,UMKM199,owner,2022-08-16 22:54:12
ROLE1064,USR2405,UMKM377,owner,2022-11-04 07:09:35
ROLE1065,USR2659,UMKM377,owner,2022-10-24 01:16:35
ROLE1066,USR2696,UMKM377,owner,2022-10-24 02:43:35
ROLE1067,USR2328,UMKM585,owner,2023-12-24 23:02:48
ROLE1068,USR2659,UMKM452,owner,2022-01-31 21:14:49
ROLE1069,USR1863,UMKM452,owner,2022-01-31 16:39:49
ROLE1070,USR2540,UMKM452,owner,2022-02-03 19:33:49
ROLE1071,USR2618,UMKM2564,owner,2023-11-20 18:23:01
ROLE1072,USR2048,UMKM289,owner,2022-04-23 16:52:13
ROLE1073,USR1794,UMKM289,owner,2022-04-04 04:05:13
ROLE1074,USR2088,UMKM289,owner,2022-04-29 01:50:13
ROLE1075,USR2125,UMKM392,owner,2023-08-21 01:40:34
ROLE1076,USR2657,UMKM392,owner,2023-08-21 09:06:34
ROLE1077,USR2233,UMKM392,owner,2023-07-30 14:51:34
ROLE1078,USR2657,UMKM515,owner,2021-05-28 16:21:36
ROLE1079,USR2048,UMKM515,owner,2021-06-17 23:23:36
ROLE1080,USR2540,UMKM515,owner,2021-06-25 08:21:36
ROLE1081,USR1794,UMKM541,owner,2022-12-27 15:05:51
ROLE1082,USR2547,UMKM541,owner,2023-01-14 12:56:51
ROLE1083,USR2125,UMKM541,owner,2023-01-20 21:36:51
ROLE1084,USR2540,UMKM429,owner,2022-01-09 16:06:07
ROLE1085,USR2657,UMKM166,owner,2023-06-09 02:21:17
ROLE1086,USR2265,UMKM205,owner,2022-02-05 16:12:07
ROLE1087,USR2125,UMKM205,owner,2022-02-07 10:57:07
ROLE1088,USR2618,UMKM205,owner,2022-02-04 14:06:07
ROLE1089,USR2328,UMKM142,owner,2023-07-03 02:34:55
ROLE1090,USR1794,UMKM142,owner,2023-07-15 21:14:55
ROLE1091,USR2233,UMKM142,owner,2023-06-30 15:18:55
ROLE1092,USR1863,UMKM257,owner,2023-11-07 01:13:03
ROLE1093,USR2618,UMKM257,owner,2023-11-14 18:57:03
ROLE1094,USR2125,UMKM257,owner,2023-11-21 11:22:03
ROLE1095,USR2265,UMKM704,owner,2023-10-12 15:48:20
ROLE1096,USR2618,UMKM704,owner,2023-10-21 05:27:20
ROLE1097,USR2618,UMKM493,owner,2024-01-21 11:15:14
ROLE1098,USR2323,UMKM493,owner,2024-01-18 05:21:14
ROLE1099,USR2540,UMKM493,owner,2023-12-29 11:59:14
ROLE1100,USR2618,UMKM381,owner,2021-05-06 09:54:58
ROLE1101,USR2618,UMKM739,owner,2022-02-25 07:50:27
ROLE1102,USR2323,UMKM726,owner,2023-12-30 02:44:07
ROLE1103,USR2328,UMKM529,owner,2022-10-25 18:25:14
ROLE1104,USR2540,UMKM529,owner,2022-10-24 20:17:14
ROLE1105,USR2030,UMKM128,owner,2023-12-04 17:21:18
ROLE1106,USR2265,UMKM128,owner,2023-11-30 03:23:18
ROLE1107,USR2323,UMKM745,owner,2022-09-04 14:56:19
ROLE1108,USR1863,UMKM086,owner,2021-06-18 12:47:37
ROLE1109,USR2088,UMKM165,owner,2024-01-01 03:15:44
ROLE1110,USR2540,UMKM165,owner,2024-01-11 16:54:44
ROLE1111,USR2265,UMKM280,owner,2023-10-15 19:51:22
ROLE1112,USR2659,UMKM280,owner,2023-10-22 02:15:22
ROLE1113,USR2242,UMKM280,owner,2023-10-14 05:38:22
ROLE1114,USR2540,UMKM737,owner,2021-08-11 12:27:53
ROLE1115,USR2048,UMKM737,owner,2021-08-13 01:08:53
ROLE1116,USR2129,UMKM526,owner,2021-08-01 00:39:44
ROLE1117,USR2540,UMKM526,owner,2021-07-28 06:37:44
ROLE1118,USR2048,UMKM151,owner,2022-11-01 11:40:20
ROLE1119,USR2030,UMKM448,owner,2022-09-03 17:41:50
ROLE1120,USR2088,UMKM094,owner,2022-12-13 09:29:59
ROLE1121,USR2618,UMKM094,owner,2022-12-14 23:33:59
ROLE1122,USR2125,UMKM228,owner,2021-03-19 02:28:49
ROLE1123,USR2129,UMKM228,owner,2021-03-11 08:53:49
ROLE1124,USR2125,UMKM727,owner,2022-08-25 00:18:44
ROLE1125,USR2696,UMKM727,owner,2022-08-15 03:10:44
ROLE1126,USR2540,UMKM358,owner,2022-10-25 11:49:07
ROLE1127,USR2048,UMKM358,owner,2022-10-17 16:23:07
ROLE1128,USR2618,UMKM028,owner,2021-05-04 06:17:30
ROLE1129,USR2328,UMKM028,owner,2021-05-07 07:15:30
ROLE1130,USR2547,UMKM425,owner,2021-03-06 12:50:48
ROLE1131,USR2265,UMKM425,owner,2021-03-05 04:14:48
ROLE1132,USR2088,UMKM425,owner,2021-02-25 07:01:48
ROLE1133,USR2323,UMKM055,owner,2021-06-20 19:36:04
ROLE1134,USR2129,UMKM055,owner,2021-06-25 06:14:04
ROLE1135,USR2048,UMKM055,owner,2021-06-24 20:27:04
ROLE1136,USR2129,UMKM406,owner,2022-06-03 20:44:30
ROLE1137,USR2030,UMKM616,owner,2021-05-03 15:14:24
ROLE1138,USR2618,UMKM383,owner,2022-03-23 19:51:51
ROLE1139,USR2265,UMKM383,owner,2022-03-07 14:48:51
ROLE1140,USR2242,UMKM383,owner,2022-02-23 08:31:51
ROLE1141,USR2265,UMKM242,owner,2021-07-09 10:06:27
ROLE1142,USR2323,UMKM242,owner,2021-07-07 00:19:27
ROLE1143,USR2233,UMKM242,owner,2021-06-26 07:18:27
ROLE1144,USR1863,UMKM706,owner,2023-06-16 17:48:19
ROLE1145,USR1794,UMKM706,owner,2023-06-17 21:10:19
ROLE1146,USR2618,UMKM706,owner,2023-05-26 06:50:19
ROLE1147,USR2540,UMKM688,owner,2022-06-15 04:16:13
ROLE1148,USR2242,UMKM384,owner,2021-04-19 00:03:48
ROLE1149,USR2265,UMKM384,owner,2021-04-17 03:05:48
ROLE1150,USR2659,UMKM384,owner,2021-04-29 10:28:48
ROLE1151,USR2242,UMKM230,owner,2021-12-08 03:42:59
ROLE1152,USR2405,UMKM230,owner,2021-12-10 21:19:59
ROLE1153,USR2328,UMKM230,owner,2021-12-20 14:09:59
ROLE1154,USR2405,UMKM029,owner,2021-05-21 17:26:50
ROLE1155,USR2030,UMKM327,owner,2021-08-21 22:21:12
ROLE1156,USR2696,UMKM327,owner,2021-08-16 22:07:12
ROLE1157,USR2030,UMKM102,owner,2024-01-13 10:44:35
ROLE1158,USR2125,UMKM344,owner,2022-08-01 15:28:08
ROLE1159,USR2323,UMKM344,owner,2022-08-17 17:52:08
ROLE1160,USR2125,UMKM150,owner,2021-06-06 06:36:17
ROLE1161,USR2547,UMKM655,owner,2022-09-30 01:36:20
ROLE1162,USR2659,UMKM655,owner,2022-09-29 18:03:20
ROLE1163,USR2242,UMKM655,owner,2022-10-11 21:19:20
ROLE1164,USR2659,UMKM040,owner,2021-05-09 08:22:10
ROLE1165,USR2618,UMKM040,owner,2021-04-24 23:56:10
ROLE1166,USR2129,UMKM749,owner,2022-07-29 06:30:47
ROLE1167,USR2618,UMKM749,owner,2022-08-02 16:17:47
ROLE1168,USR2088,UMKM749,owner,2022-07-20 05:45:47
ROLE1169,USR2618,UMKM484,owner,2021-05-29 18:33:18
ROLE1170,USR2088,UMKM484,owner,2021-05-13 20:44:18
ROLE1171,USR2323,UMKM143,owner,2021-05-06 13:46:46
ROLE1172,USR2657,UMKM143,owner,2021-04-16 07:56:46
ROLE1173,USR2233,UMKM143,owner,2021-04-21 02:10:46
ROLE1174,USR2233,UMKM624,owner,2021-10-28 22:29:21
ROLE1175,USR2540,UMKM624,owner,2021-10-24 03:35:21
ROLE1176,USR1863,UMKM629,owner,2022-06-05 13:25:47
ROLE1177,USR2618,UMKM629,owner,2022-06-04 03:55:47
ROLE1178,USR2328,UMKM006,owner,2022-03-26 14:16:03
ROLE1179,USR2030,UMKM006,owner,2022-04-03 07:22:03
ROLE1180,USR2540,UMKM082,owner,2023-05-27 09:08:47
ROLE1181,USR2657,UMKM082,owner,2023-05-16 08:35:47
ROLE1182,USR2323,UMKM082,owner,2023-05-13 14:59:47
ROLE1183,USR2547,UMKM020,owner,2022-08-22 20:11:07
ROLE1184,USR2242,UMKM263,owner,2022-07-27 19:14:36
ROLE1185,USR2405,UMKM221,owner,2023-05-27 07:31:24
ROLE1186,USR2657,UMKM221,owner,2023-05-29 22:52:24
ROLE1187,USR2618,UMKM221,owner,2023-06-01 00:51:24
ROLE1188,USR2547,UMKM690,owner,2022-07-15 23:29:50
ROLE1189,USR2265,UMKM690,owner,2022-07-04 20:01:50
ROLE1190,USR1863,UMKM690,owner,2022-07-11 05:01:50
ROLE1191,USR1794,UMKM615,owner,2021-05-15 21:35:56
ROLE1192,USR2328,UMKM615,owner,2021-05-07 06:02:56
ROLE1193,USR2088,UMKM615,owner,2021-05-18 10:11:56
ROLE1194,USR2048,UMKM667,owner,2021-03-12 02:50:52
ROLE1195,USR2129,UMKM667,owner,2021-03-13 17:23:52
ROLE1196,USR1863,UMKM667,owner,2021-03-01 06:58:52
ROLE1197,USR2659,UMKM114,owner,2021-02-19 16:55:19
ROLE1198,USR2659,UMKM296,owner,2023-12-22 23:50:08
ROLE1199,USR2265,UMKM296,owner,2024-01-07 09:42:08
ROLE1200,USR2048,UMKM645,owner,2022-01-23 17:11:28
ROLE1201,USR2265,UMKM645,owner,2022-01-23 06:47:28
ROLE1202,USR2242,UMKM645,owner,2022-02-13 16:11:28
ROLE1203,USR2265,UMKM309,owner,2021-07-29 23:52:20
ROLE1204,USR1794,UMKM309,owner,2021-07-22 16:16:20
ROLE1205,USR2233,UMKM125,owner,2023-09-24 19:58:36
ROLE1206,USR2659,UMKM125,owner,2023-09-30 03:50:36
ROLE1207,USR2323,UMKM049,owner,2022-06-11 05:37:24
ROLE1208,USR2030,UMKM049,owner,2022-06-08 09:42:24
ROLE1209,USR2657,UMKM631,owner,2021-04-08 20:18:31
ROLE1210,USR1863,UMKM430,owner,2023-07-15 03:09:56
ROLE1211,USR2129,UMKM430,owner,2023-07-21 05:27:56
ROLE1212,USR2547,UMKM430,owner,2023-07-22 05:27:56
ROLE1213,USR2657,UMKM469,owner,2023-09-04 13:03:44
ROLE1214,USR1863,UMKM065,owner,2021-10-04 13:11:57
ROLE1215,USR2265,UMKM065,owner,2021-10-21 12:08:57
ROLE1216,USR2657,UMKM559,owner,2022-08-15 11:30:01
ROLE1217,USR2540,UMKM559,owner,2022-08-16 17:08:01
ROLE1218,USR2405,UMKM512,owner,2021-09-18 10:15:09
ROLE1219,USR2540,UMKM017,owner,2022-12-31 07:36:24
ROLE1220,USR2405,UMKM528,owner,2021-12-24 21:14:31
ROLE1221,USR2125,UMKM248,owner,2021-05-11 09:06:10
ROLE1222,USR2659,UMKM248,owner,2021-05-15 01:50:10
ROLE1223,USR2618,UMKM248,owner,2021-05-05 01:40:10
ROLE1224,USR2618,UMKM148,owner,2023-07-10 03:25:26
ROLE1225,USR2030,UMKM148,owner,2023-08-01 08:58:26
ROLE1226,USR2242,UMKM299,owner,2021-07-26 15:23:03
ROLE1227,USR2540,UMKM299,owner,2021-07-18 19:27:03
ROLE1228,USR2657,UMKM440,owner,2021-08-09 16:54:31
ROLE1229,USR2088,UMKM440,owner,2021-08-06 05:22:31
ROLE1230,USR2328,UMKM002,owner,2022-04-26 20:35:54
ROLE1231,USR2323,UMKM002,owner,2022-04-27 20:22:54
ROLE1232,USR2265,UMKM002,owner,2022-04-29 22:18:54
ROLE1233,USR2540,UMKM362,owner,2023-04-21 15:57:51
ROLE1234,USR2125,UMKM362,owner,2023-04-08 15:33:51
ROLE1235,USR2125,UMKM247,owner,2022-11-15 00:54:25
ROLE1236,USR1794,UMKM247,owner,2022-12-04 13:12:25
ROLE1237,USR2233,UMKM427,owner,2022-12-23 15:18:58
ROLE1238,USR2030,UMKM192,owner,2021-07-06 05:07:32
ROLE1239,USR2088,UMKM192,owner,2021-07-15 02:43:32
